"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated"
2021-06-15,"80+",647305,378202,,679266,.9529,.5568
2021-06-15,"Adults_18plus",9051884,2028719,,12083325,.7491,.1679
2021-06-15,"Ontario_12plus",9486953,2035400,,13034844,.7278,.1562
2021-06-15,"Undisclosed_or_missing",4726,2351,,0,,
2021-06-16,"12-17yrs",447553,8114,,951519,.4704,.0085
2021-06-16,"18-29yrs",1495017,187162,,2455535,.6088,.0762
2021-06-16,"30-39yrs",1351741,216143,,2056059,.6574,.1051
2021-06-16,"40-49yrs",1359294,221520,,1876583,.7243,.1180
2021-06-16,"50-59yrs",1597394,306307,,2060934,.7751,.1486
2021-06-16,"60-69yrs",1561100,445049,,1795046,.8697,.2479
2021-06-16,"70-79yrs",1069257,421530,,1159902,.9219,.3634
2021-06-16,"80+",647646,390503,,679266,.9534,.5749
2021-06-16,"Adults_18plus",9081449,2188214,,12083325,.7516,.1811
2021-06-16,"Ontario_12plus",9529002,2196328,,13034844,.7310,.1685
2021-06-16,"Undisclosed_or_missing",4697,2387,,0,,
2021-06-17,"12-17yrs",458371,9889,,951519,.4817,.0104
2021-06-17,"18-29yrs",1505226,204897,,2455535,.6130,.0834
2021-06-17,"30-39yrs",1358658,234927,,2056059,.6608,.1143
2021-06-17,"40-49yrs",1363386,240442,,1876583,.7265,.1281
2021-06-17,"50-59yrs",1600681,334474,,2060934,.7767,.1623
2021-06-17,"60-69yrs",1562965,484233,,1795046,.8707,.2698
2021-06-17,"70-79yrs",1070053,455706,,1159902,.9225,.3929
2021-06-17,"80+",647992,404047,,679266,.9540,.5948
2021-06-17,"Adults_18plus",9108961,2358726,,12083325,.7538,.1952
2021-06-17,"Ontario_12plus",9567332,2368615,,13034844,.7340,.1817
2021-06-17,"Undisclosed_or_missing",4658,2420,,0,,
2021-06-18,"12-17yrs",467953,11667,,951519,.4918,.0123
2021-06-18,"18-29yrs",1513976,222122,,2455535,.6166,.0905
2021-06-18,"30-39yrs",1364945,253206,,2056059,.6639,.1232
2021-06-18,"40-49yrs",1367189,261170,,1876583,.7286,.1392
2021-06-18,"50-59yrs",1603786,364853,,2060934,.7782,.1770
2021-06-18,"60-69yrs",1564733,523736,,1795046,.8717,.2918
2021-06-18,"70-79yrs",1070889,489894,,1159902,.9233,.4224
2021-06-18,"80+",648301,418155,,679266,.9544,.6156
2021-06-18,"Adults_18plus",9133819,2533136,,12083325,.7559,.2096
2021-06-18,"Ontario_12plus",9601772,2544803,,13034844,.7366,.1952
2021-06-18,"Undisclosed_or_missing",4650,2438,,0,,
2021-06-19,"12-17yrs",476343,13213,,951519,.5006,.0139
2021-06-19,"18-29yrs",1523157,239406,,2455535,.6203,.0975
2021-06-19,"30-39yrs",1371955,271983,,2056059,.6673,.1323
2021-06-19,"40-49yrs",1371472,284265,,1876583,.7308,.1515
2021-06-19,"50-59yrs",1607142,397789,,2060934,.7798,.1930
2021-06-19,"60-69yrs",1566593,563691,,1795046,.8727,.3140
2021-06-19,"70-79yrs",1071649,523024,,1159902,.9239,.4509
2021-06-19,"80+",648635,429458,,679266,.9549,.6322
2021-06-19,"Adults_18plus",9160603,2709616,,12083325,.7581,.2242
2021-06-19,"Ontario_12plus",9636946,2722829,,13034844,.7393,.2089
2021-06-19,"Undisclosed_or_missing",4651,2473,,0,,
2021-06-20,"12-17yrs",486455,15246,,951519,.5112,.0160
2021-06-20,"18-29yrs",1532912,254912,,2455535,.6243,.1038
2021-06-20,"30-39yrs",1378297,287597,,2056059,.6704,.1399
2021-06-20,"40-49yrs",1375261,304769,,1876583,.7329,.1624
2021-06-20,"50-59yrs",1610032,427199,,2060934,.7812,.2073
2021-06-20,"60-69yrs",1568149,595181,,1795046,.8736,.3316
2021-06-20,"70-79yrs",1072283,549116,,1159902,.9245,.4734
2021-06-20,"80+",648851,437775,,679266,.9552,.6445
2021-06-20,"Adults_18plus",9185785,2856549,,12083325,.7602,.2364
2021-06-20,"Ontario_12plus",9672240,2871795,,13034844,.7420,.2203
2021-06-20,"Undisclosed_or_missing",4630,2485,,0,,
2021-06-21,"12-17yrs",491731,16607,,951519,.5168,.0175
2021-06-21,"18-29yrs",1538921,265511,,2455535,.6267,.1081
2021-06-21,"30-39yrs",1382187,297929,,2056059,.6723,.1449
2021-06-21,"40-49yrs",1377364,318846,,1876583,.7340,.1699
2021-06-21,"50-59yrs",1611685,447157,,2060934,.7820,.2170
2021-06-21,"60-69yrs",1568975,615891,,1795046,.8741,.3431
2021-06-21,"70-79yrs",1072632,566061,,1159902,.9248,.4880
2021-06-21,"80+",648959,442210,,679266,.9554,.6510
2021-06-21,"Adults_18plus",9200723,2953605,,12083325,.7614,.2444
2021-06-21,"Ontario_12plus",9692454,2970212,,13034844,.7436,.2279
2021-06-21,"Undisclosed_or_missing",4621,2488,,0,,
2021-06-22,"12-17yrs",497601,18123,,951519,.5230,.0190
2021-06-22,"18-29yrs",1546255,282106,,2455535,.6297,.1149
2021-06-22,"30-39yrs",1387392,315713,,2056059,.6748,.1536
2021-06-22,"40-49yrs",1380513,345306,,1876583,.7357,.1840
2021-06-22,"50-59yrs",1614370,483242,,2060934,.7833,.2345
2021-06-22,"60-69yrs",1570634,653338,,1795046,.8750,.3640
2021-06-22,"70-79yrs",1073340,592435,,1159902,.9254,.5108
2021-06-22,"80+",649222,452580,,679266,.9558,.6663
2021-06-22,"Adults_18plus",9221726,3124720,,12083325,.7632,.2586
2021-06-22,"Ontario_12plus",9719327,3142843,,13034844,.7456,.2411
2021-06-22,"Undisclosed_or_missing",4611,2529,,0,,
2021-06-23,"12-17yrs",504227,20350,,951519,.5299,.0214
2021-06-23,"18-29yrs",1553828,301817,,2455535,.6328,.1229
2021-06-23,"30-39yrs",1392906,337976,,2056059,.6775,.1644
2021-06-23,"40-49yrs",1383946,375528,,1876583,.7375,.2001
2021-06-23,"50-59yrs",1617335,524113,,2060934,.7848,.2543
2021-06-23,"60-69yrs",1572426,693386,,1795046,.8760,.3863
2021-06-23,"70-79yrs",1074089,624190,,1159902,.9260,.5381
2021-06-23,"80+",649537,463828,,679266,.9562,.6828
2021-06-23,"Adults_18plus",9244067,3320838,,12083325,.7650,.2748
2021-06-23,"Ontario_12plus",9748294,3341188,,13034844,.7479,.2563
2021-06-23,"Undisclosed_or_missing",4590,2556,,0,,
2021-06-24,"12-17yrs",510094,23313,,951519,.5361,.0245
2021-06-24,"18-29yrs",1561030,325296,,2455535,.6357,.1325
2021-06-24,"30-39yrs",1397868,363363,,2056059,.6799,.1767
2021-06-24,"40-49yrs",1387092,405880,,1876583,.7392,.2163
2021-06-24,"50-59yrs",1620051,562687,,2060934,.7861,.2730
2021-06-24,"60-69yrs",1574052,730959,,1795046,.8769,.4072
2021-06-24,"70-79yrs",1074783,653608,,1159902,.9266,.5635
2021-06-24,"80+",649851,474737,,679266,.9567,.6989
2021-06-24,"Adults_18plus",9264727,3516530,,12083325,.7667,.2910
2021-06-24,"Ontario_12plus",9774821,3539843,,13034844,.7499,.2716
2021-06-24,"Undisclosed_or_missing",4556,2596,,0,,
2021-06-25,"12-17yrs",515696,27232,,951519,.5420,.0286
2021-06-25,"18-29yrs",1568532,351690,,2455535,.6388,.1432
2021-06-25,"30-39yrs",1403310,391701,,2056059,.6825,.1905
2021-06-25,"40-49yrs",1390566,439274,,1876583,.7410,.2341
2021-06-25,"50-59yrs",1622948,605314,,2060934,.7875,.2937
2021-06-25,"60-69yrs",1575754,772115,,1795046,.8778,.4301
2021-06-25,"70-79yrs",1075518,684867,,1159902,.9272,.5905
2021-06-25,"80+",650153,486413,,679266,.9571,.7161
2021-06-25,"Adults_18plus",9286781,3731374,,12083325,.7686,.3088
2021-06-25,"Ontario_12plus",9802477,3758606,,13034844,.7520,.2884
2021-06-25,"Undisclosed_or_missing",4511,2615,,0,,
2021-06-26,"12-17yrs",521598,32153,,951519,.5482,.0338
2021-06-26,"18-29yrs",1576552,380866,,2455535,.6420,.1551
2021-06-26,"30-39yrs",1409353,424573,,2056059,.6855,.2065
2021-06-26,"40-49yrs",1394366,477359,,1876583,.7430,.2544
2021-06-26,"50-59yrs",1625965,651777,,2060934,.7889,.3163
2021-06-26,"60-69yrs",1577442,813776,,1795046,.8788,.4533
2021-06-26,"70-79yrs",1076170,709211,,1159902,.9278,.6114
2021-06-26,"80+",650426,495763,,679266,.9575,.7299
2021-06-26,"Adults_18plus",9310274,3953325,,12083325,.7705,.3272
2021-06-26,"Ontario_12plus",9831872,3985478,,13034844,.7543,.3058
2021-06-26,"Undisclosed_or_missing",4492,2627,,0,,
2021-06-27,"12-17yrs",528201,37658,,951519,.5551,.0396
2021-06-27,"18-29yrs",1584144,405030,,2455535,.6451,.1649
2021-06-27,"30-39yrs",1414629,448599,,2056059,.6880,.2182
2021-06-27,"40-49yrs",1397632,506039,,1876583,.7448,.2697
2021-06-27,"50-59yrs",1628462,688500,,2060934,.7902,.3341
2021-06-27,"60-69yrs",1578712,844946,,1795046,.8795,.4707
2021-06-27,"70-79yrs",1076652,727475,,1159902,.9282,.6272
2021-06-27,"80+",650602,502740,,679266,.9578,.7401
2021-06-27,"Adults_18plus",9330833,4123329,,12083325,.7722,.3412
2021-06-27,"Ontario_12plus",9859034,4160987,,13034844,.7564,.3192
2021-06-27,"Undisclosed_or_missing",4486,2634,,0,,
2021-06-28,"12-17yrs",532168,43401,,951519,.5593,.0456
2021-06-28,"18-29yrs",1589616,431596,,2455535,.6474,.1758
2021-06-28,"30-39yrs",1418617,475679,,2056059,.6900,.2314
2021-06-28,"40-49yrs",1400033,532486,,1876583,.7461,.2838
2021-06-28,"50-59yrs",1630360,720247,,2060934,.7911,.3495
2021-06-28,"60-69yrs",1579679,870205,,1795046,.8800,.4848
2021-06-28,"70-79yrs",1077046,741221,,1159902,.9286,.6390
2021-06-28,"80+",650740,507296,,679266,.9580,.7468
2021-06-28,"Adults_18plus",9346091,4278730,,12083325,.7735,.3541
2021-06-28,"Ontario_12plus",9878259,4322131,,13034844,.7578,.3316
2021-06-28,"Undisclosed_or_missing",4481,2639,,0,,
2021-06-29,"12-17yrs",536753,50960,,951519,.5641,.0536
2021-06-29,"18-29yrs",1597141,469118,,2455535,.6504,.1910
2021-06-29,"30-39yrs",1424121,512913,,2056059,.6926,.2495
2021-06-29,"40-49yrs",1403451,569795,,1876583,.7479,.3036
2021-06-29,"50-59yrs",1633215,766191,,2060934,.7925,.3718
2021-06-29,"60-69yrs",1581366,912411,,1795046,.8810,.5083
2021-06-29,"70-79yrs",1077741,764356,,1159902,.9292,.6590
2021-06-29,"80+",651033,515056,,679266,.9584,.7583
2021-06-29,"Adults_18plus",9368068,4509840,,12083325,.7753,.3732
2021-06-29,"Ontario_12plus",9904821,4560800,,13034844,.7599,.3499
2021-06-29,"Undisclosed_or_missing",4451,2669,,0,,
2021-06-30,"12-17yrs",540683,58775,,951519,.5682,.0618
2021-06-30,"18-29yrs",1603699,507856,,2455535,.6531,.2068
2021-06-30,"30-39yrs",1428693,549825,,2056059,.6949,.2674
2021-06-30,"40-49yrs",1406568,606657,,1876583,.7495,.3233
2021-06-30,"50-59yrs",1636014,811844,,2060934,.7938,.3939
2021-06-30,"60-69yrs",1583053,955452,,1795046,.8819,.5323
2021-06-30,"70-79yrs",1078478,789808,,1159902,.9298,.6809
2021-06-30,"80+",651342,525256,,679266,.9589,.7733
2021-06-30,"Adults_18plus",9387847,4746698,,12083325,.7769,.3928
2021-06-30,"Ontario_12plus",9928530,4805473,,13034844,.7617,.3687
2021-06-30,"Undisclosed_or_missing",4438,2697,,0,,
2021-07-01,"12-17yrs",544820,66736,,951519,.5726,.0701
2021-07-01,"18-29yrs",1610488,546708,,2455535,.6559,.2226
2021-07-01,"30-39yrs",1433661,587736,,2056059,.6973,.2859
2021-07-01,"40-49yrs",1409826,644555,,1876583,.7513,.3435
2021-07-01,"50-59yrs",1638902,856744,,2060934,.7952,.4157
2021-07-01,"60-69yrs",1584636,996858,,1795046,.8828,.5553
2021-07-01,"70-79yrs",1079181,814410,,1159902,.9304,.7021
2021-07-01,"80+",651674,534738,,679266,.9594,.7872
2021-07-01,"Adults_18plus",9408368,4981749,,12083325,.7786,.4123
2021-07-01,"Ontario_12plus",9953188,5048485,,13034844,.7636,.3873
2021-07-01,"Undisclosed_or_missing",4427,2725,,0,,
2021-07-02,"12-17yrs",546828,71892,,951519,.5747,.0756
2021-07-02,"18-29yrs",1613676,570340,,2455535,.6572,.2323
2021-07-02,"30-39yrs",1435769,609693,,2056059,.6983,.2965
2021-07-02,"40-49yrs",1411236,664264,,1876583,.7520,.3540
2021-07-02,"50-59yrs",1640105,880993,,2060934,.7958,.4275
2021-07-02,"60-69yrs",1585273,1020042,,1795046,.8831,.5683
2021-07-02,"70-79yrs",1079486,827307,,1159902,.9307,.7133
2021-07-02,"80+",651795,538692,,679266,.9596,.7931
2021-07-02,"Adults_18plus",9417340,5111331,,12083325,.7794,.4230
2021-07-02,"Ontario_12plus",9964168,5183223,,13034844,.7644,.3976
2021-07-02,"Undisclosed_or_missing",4392,2716,,0,,
2021-07-03,"12-17yrs",549778,78594,,951519,.5778,.0826
2021-07-03,"18-29yrs",1618949,602380,,2455535,.6593,.2453
2021-07-03,"30-39yrs",1439627,640280,,2056059,.7002,.3114
2021-07-03,"40-49yrs",1413933,694520,,1876583,.7535,.3701
2021-07-03,"50-59yrs",1642306,917097,,2060934,.7969,.4450
2021-07-03,"60-69yrs",1586554,1054499,,1795046,.8839,.5874
2021-07-03,"70-79yrs",1080021,843199,,1159902,.9311,.7270
2021-07-03,"80+",651980,544218,,679266,.9598,.8012
2021-07-03,"Adults_18plus",9433370,5296193,,12083325,.7807,.4383
2021-07-03,"Ontario_12plus",9983148,5374787,,13034844,.7659,.4123
2021-07-03,"Undisclosed_or_missing",4349,2719,,0,,
2021-07-04,"12-17yrs",552860,85626,,951519,.5810,.0900
2021-07-04,"18-29yrs",1624535,634663,,2455535,.6616,.2585
2021-07-04,"30-39yrs",1443422,669205,,2056059,.7020,.3255
2021-07-04,"40-49yrs",1416470,723056,,1876583,.7548,.3853
2021-07-04,"50-59yrs",1644387,950195,,2060934,.7979,.4611
2021-07-04,"60-69yrs",1587760,1083594,,1795046,.8845,.6037
2021-07-04,"70-79yrs",1080519,857004,,1159902,.9316,.7389
2021-07-04,"80+",652136,548564,,679266,.9601,.8076
2021-07-04,"Adults_18plus",9449229,5466281,,12083325,.7820,.4524
2021-07-04,"Ontario_12plus",10002089,5551907,,13034844,.7673,.4259
2021-07-04,"Undisclosed_or_missing",4345,2730,,0,,
2021-07-05,"12-17yrs",554919,91666,,951519,.5832,.0963
2021-07-05,"18-29yrs",1628082,660257,,2455535,.6630,.2689
2021-07-05,"30-39yrs",1445801,692327,,2056059,.7032,.3367
2021-07-05,"40-49yrs",1418070,745560,,1876583,.7557,.3973
2021-07-05,"50-59yrs",1645680,974019,,2060934,.7985,.4726
2021-07-05,"60-69yrs",1588481,1103862,,1795046,.8849,.6149
2021-07-05,"70-79yrs",1080797,865369,,1159902,.9318,.7461
2021-07-05,"80+",652228,551685,,679266,.9602,.8122
2021-07-05,"Adults_18plus",9459139,5593079,,12083325,.7828,.4629
2021-07-05,"Ontario_12plus",10014058,5684745,,13034844,.7683,.4361
2021-07-05,"Undisclosed_or_missing",4331,2732,,0,,
2021-07-06,"12-17yrs",557685,103880,,951519,.5861,.1092
2021-07-06,"18-29yrs",1633522,696819,,2455535,.6652,.2838
2021-07-06,"30-39yrs",1449606,725423,,2056059,.7050,.3528
2021-07-06,"40-49yrs",1420778,778724,,1876583,.7571,.4150
2021-07-06,"50-59yrs",1648183,1009569,,2060934,.7997,.4899
2021-07-06,"60-69yrs",1589911,1133151,,1795046,.8857,.6313
2021-07-06,"70-79yrs",1081434,877008,,1159902,.9323,.7561
2021-07-06,"80+",652507,556322,,679266,.9606,.8190
2021-07-06,"Adults_18plus",9475941,5777016,,12083325,.7842,.4781
2021-07-06,"Ontario_12plus",10033626,5880896,,13034844,.7698,.4512
2021-07-06,"Undisclosed_or_missing",4318,2745,,0,,
2021-07-07,"12-17yrs",560141,115098,,951519,.5887,.1210
2021-07-07,"18-29yrs",1638678,729422,,2455535,.6673,.2971
2021-07-07,"30-39yrs",1453278,755095,,2056059,.7068,.3673
2021-07-07,"40-49yrs",1423281,809712,,1876583,.7584,.4315
2021-07-07,"50-59yrs",1650543,1043659,,2060934,.8009,.5064
2021-07-07,"60-69yrs",1591487,1163729,,1795046,.8866,.6483
2021-07-07,"70-79yrs",1082086,888854,,1159902,.9329,.7663
2021-07-07,"80+",652733,561317,,679266,.9609,.8264
2021-07-07,"Adults_18plus",9492086,5951788,,12083325,.7856,.4926
2021-07-07,"Ontario_12plus",10052227,6066886,,13034844,.7712,.4654
2021-07-07,"Undisclosed_or_missing",4305,2761,,0,,
2021-07-08,"12-17yrs",563689,133465,,951519,.5924,.1403
2021-07-08,"18-29yrs",1645918,776819,,2455535,.6703,.3164
2021-07-08,"30-39yrs",1458345,796499,,2056059,.7093,.3874
2021-07-08,"40-49yrs",1427014,850233,,1876583,.7604,.4531
2021-07-08,"50-59yrs",1653625,1085668,,2060934,.8024,.5268
2021-07-08,"60-69yrs",1593367,1197300,,1795046,.8876,.6670
2021-07-08,"70-79yrs",1082873,902041,,1159902,.9336,.7777
2021-07-08,"80+",653022,568086,,679266,.9614,.8363
2021-07-08,"Adults_18plus",9514164,6176646,,12083325,.7874,.5112
2021-07-08,"Ontario_12plus",10077853,6310111,,13034844,.7731,.4841
2021-07-08,"Undisclosed_or_missing",4304,2795,,0,,
2021-07-09,"12-17yrs",566795,149649,,951519,.5957,.1573
2021-07-09,"18-29yrs",1651872,816830,,2455535,.6727,.3326
2021-07-09,"30-39yrs",1462665,831225,,2056059,.7114,.4043
2021-07-09,"40-49yrs",1430015,884555,,1876583,.7620,.4714
2021-07-09,"50-59yrs",1656367,1121073,,2060934,.8037,.5440
2021-07-09,"60-69yrs",1595070,1223774,,1795046,.8886,.6818
2021-07-09,"70-79yrs",1083602,912573,,1159902,.9342,.7868
2021-07-09,"80+",653291,573470,,679266,.9618,.8442
2021-07-09,"Adults_18plus",9532882,6363500,,12083325,.7889,.5266
2021-07-09,"Ontario_12plus",10099677,6513149,,13034844,.7748,.4997
2021-07-09,"Undisclosed_or_missing",4290,2811,,0,,
2021-07-10,"12-17yrs",569289,162981,,951519,.5983,.1713
2021-07-10,"18-29yrs",1657695,855275,,2455535,.6751,.3483
2021-07-10,"30-39yrs",1466900,866090,,2056059,.7135,.4212
2021-07-10,"40-49yrs",1433160,916959,,1876583,.7637,.4886
2021-07-10,"50-59yrs",1658972,1153448,,2060934,.8050,.5597
2021-07-10,"60-69yrs",1596630,1246217,,1795046,.8895,.6943
2021-07-10,"70-79yrs",1084301,920960,,1159902,.9348,.7940
2021-07-10,"80+",653583,577872,,679266,.9622,.8507
2021-07-10,"Adults_18plus",9551241,6536821,,12083325,.7904,.5410
2021-07-10,"Ontario_12plus",10120530,6699802,,13034844,.7764,.5140
2021-07-10,"Undisclosed_or_missing",4280,2822,,0,,
2021-07-11,"12-17yrs",572030,178724,,951519,.6012,.1878
2021-07-11,"18-29yrs",1662792,889722,,2455535,.6772,.3623
2021-07-11,"30-39yrs",1470391,893673,,2056059,.7152,.4347
2021-07-11,"40-49yrs",1435456,942265,,1876583,.7649,.5021
2021-07-11,"50-59yrs",1660950,1178734,,2060934,.8059,.5719
2021-07-11,"60-69yrs",1597704,1262110,,1795046,.8901,.7031
2021-07-11,"70-79yrs",1084712,927005,,1159902,.9352,.7992
2021-07-11,"80+",653729,580882,,679266,.9624,.8552
2021-07-11,"Adults_18plus",9565734,6674391,,12083325,.7916,.5524
2021-07-11,"Ontario_12plus",10137764,6853115,,13034844,.7777,.5258
2021-07-11,"Undisclosed_or_missing",4261,2831,,0,,
2021-07-12,"12-17yrs",574211,191206,,951519,.6035,.2009
2021-07-12,"18-29yrs",1666083,915468,,2455535,.6785,.3728
2021-07-12,"30-39yrs",1472589,913365,,2056059,.7162,.4442
2021-07-12,"40-49yrs",1436922,960643,,1876583,.7657,.5119
2021-07-12,"50-59yrs",1662186,1195920,,2060934,.8065,.5803
2021-07-12,"60-69yrs",1598338,1272663,,1795046,.8904,.7090
2021-07-12,"70-79yrs",1084949,930897,,1159902,.9354,.8026
2021-07-12,"80+",653813,583277,,679266,.9625,.8587
2021-07-12,"Adults_18plus",9574880,6772233,,12083325,.7924,.5605
2021-07-12,"Ontario_12plus",10149091,6963439,,13034844,.7786,.5342
2021-07-12,"Undisclosed_or_missing",4260,2834,,0,,
2021-07-13,"12-17yrs",577023,207693,,951519,.6064,.2183
2021-07-13,"18-29yrs",1671561,948712,,2455535,.6807,.3864
2021-07-13,"30-39yrs",1476250,940202,,2056059,.7180,.4573
2021-07-13,"40-49yrs",1439555,985670,,1876583,.7671,.5252
2021-07-13,"50-59yrs",1664425,1221821,,2060934,.8076,.5928
2021-07-13,"60-69yrs",1599765,1291470,,1795046,.8912,.7195
2021-07-13,"70-79yrs",1085570,938369,,1159902,.9359,.8090
2021-07-13,"80+",654049,587226,,679266,.9629,.8645
2021-07-13,"Adults_18plus",9591175,6913470,,12083325,.7938,.5721
2021-07-13,"Ontario_12plus",10168198,7121163,,13034844,.7801,.5463
2021-07-13,"Undisclosed_or_missing",4253,2844,,0,,
2021-07-14,"12-17yrs",580144,225476,,951519,.6097,.2370
2021-07-14,"18-29yrs",1677062,981702,,2455535,.6830,.3998
2021-07-14,"30-39yrs",1480106,966118,,2056059,.7199,.4699
2021-07-14,"40-49yrs",1442166,1010176,,1876583,.7685,.5383
2021-07-14,"50-59yrs",1666697,1247874,,2060934,.8087,.6055
2021-07-14,"60-69yrs",1601218,1310925,,1795046,.8920,.7303
2021-07-14,"70-79yrs",1086202,946791,,1159902,.9365,.8163
2021-07-14,"80+",654290,591623,,679266,.9632,.8710
2021-07-14,"Adults_18plus",9607741,7055209,,12083325,.7951,.5839
2021-07-14,"Ontario_12plus",10187885,7280685,,13034844,.7816,.5586
2021-07-14,"Undisclosed_or_missing",4242,2843,,0,,
2021-07-15,"12-17yrs",583324,242295,,951519,.6130,.2546
2021-07-15,"18-29yrs",1682472,1011747,,2455535,.6852,.4120
2021-07-15,"30-39yrs",1483899,990103,,2056059,.7217,.4816
2021-07-15,"40-49yrs",1444862,1032438,,1876583,.7699,.5502
2021-07-15,"50-59yrs",1669062,1271203,,2060934,.8099,.6168
2021-07-15,"60-69yrs",1602657,1328709,,1795046,.8928,.7402
2021-07-15,"70-79yrs",1086859,954665,,1159902,.9370,.8231
2021-07-15,"80+",654550,595913,,679266,.9636,.8773
2021-07-15,"Adults_18plus",9624361,7184778,,12083325,.7965,.5946
2021-07-15,"Ontario_12plus",10207685,7427073,,13034844,.7831,.5698
2021-07-15,"Undisclosed_or_missing",4245,2853,,0,,
2021-07-16,"12-17yrs",586655,258902,,951519,.6165,.2721
2021-07-16,"18-29yrs",1687958,1041911,,2455535,.6874,.4243
2021-07-16,"30-39yrs",1487775,1014877,,2056059,.7236,.4936
2021-07-16,"40-49yrs",1447594,1055007,,1876583,.7714,.5622
2021-07-16,"50-59yrs",1671459,1294947,,2060934,.8110,.6283
2021-07-16,"60-69yrs",1604268,1346427,,1795046,.8937,.7501
2021-07-16,"70-79yrs",1087619,963158,,1159902,.9377,.8304
2021-07-16,"80+",654781,600012,,679266,.9640,.8833
2021-07-16,"Adults_18plus",9641454,7316339,,12083325,.7979,.6055
2021-07-16,"Ontario_12plus",10228109,7575241,,13034844,.7847,.5812
2021-07-16,"Undisclosed_or_missing",4247,2875,,0,,
2021-07-17,"12-17yrs",589683,274832,,951519,.6197,.2888
2021-07-17,"18-29yrs",1693587,1073704,,2455535,.6897,.4373
2021-07-17,"30-39yrs",1491880,1042193,,2056059,.7256,.5069
2021-07-17,"40-49yrs",1450368,1079355,,1876583,.7729,.5752
2021-07-17,"50-59yrs",1673883,1318447,,2060934,.8122,.6397
2021-07-17,"60-69yrs",1605788,1361905,,1795046,.8946,.7587
2021-07-17,"70-79yrs",1088303,970174,,1159902,.9383,.8364
2021-07-17,"80+",655021,603328,,679266,.9643,.8882
2021-07-17,"Adults_18plus",9658830,7449106,,12083325,.7994,.6165
2021-07-17,"Ontario_12plus",10248513,7723938,,13034844,.7862,.5926
2021-07-17,"Undisclosed_or_missing",4233,2891,,0,,
2021-07-18,"12-17yrs",592404,288887,,951519,.6226,.3036
2021-07-18,"18-29yrs",1698189,1100836,,2455535,.6916,.4483
2021-07-18,"30-39yrs",1494945,1063864,,2056059,.7271,.5174
2021-07-18,"40-49yrs",1452472,1098172,,1876583,.7740,.5852
2021-07-18,"50-59yrs",1675649,1336834,,2060934,.8131,.6487
2021-07-18,"60-69yrs",1606811,1373454,,1795046,.8951,.7651
2021-07-18,"70-79yrs",1088691,975172,,1159902,.9386,.8407
2021-07-18,"80+",655143,605576,,679266,.9645,.8915
2021-07-18,"Adults_18plus",9671900,7553908,,12083325,.8004,.6252
2021-07-18,"Ontario_12plus",10264304,7842795,,13034844,.7875,.6017
2021-07-18,"Undisclosed_or_missing",4234,2896,,0,,
2021-07-19,"12-17yrs",594585,300412,,951519,.6249,.3157
2021-07-19,"18-29yrs",1701196,1119657,,2455535,.6928,.4560
2021-07-19,"30-39yrs",1496749,1077947,,2056059,.7280,.5243
2021-07-19,"40-49yrs",1453812,1110660,,1876583,.7747,.5919
2021-07-19,"50-59yrs",1676705,1348493,,2060934,.8136,.6543
2021-07-19,"60-69yrs",1607395,1380770,,1795046,.8955,.7692
2021-07-19,"70-79yrs",1088936,978732,,1159902,.9388,.8438
2021-07-19,"80+",655229,607134,,679266,.9646,.8938
2021-07-19,"Adults_18plus",9680022,7623393,,12083325,.8011,.6309
2021-07-19,"Ontario_12plus",10274607,7923805,,13034844,.7882,.6079
2021-07-19,"Undisclosed_or_missing",4237,2900,,0,,
2021-07-20,"12-17yrs",597506,313986,,951519,.6279,.3300
2021-07-20,"18-29yrs",1705783,1144492,,2455535,.6947,.4661
2021-07-20,"30-39yrs",1499978,1097238,,2056059,.7295,.5337
2021-07-20,"40-49yrs",1456170,1128424,,1876583,.7760,.6013
2021-07-20,"50-59yrs",1678775,1366775,,2060934,.8146,.6632
2021-07-20,"60-69yrs",1608818,1393221,,1795046,.8963,.7761
2021-07-20,"70-79yrs",1089557,985458,,1159902,.9394,.8496
2021-07-20,"80+",655454,609732,,679266,.9649,.8976
2021-07-20,"Adults_18plus",9694535,7725340,,12083325,.8023,.6393
2021-07-20,"Ontario_12plus",10292041,8039326,,13034844,.7896,.6168
2021-07-20,"Undisclosed_or_missing",4229,2916,,0,,
2021-07-21,"12-17yrs",600593,330393,,951519,.6312,.3472
2021-07-21,"18-29yrs",1710273,1169595,,2455535,.6965,.4763
2021-07-21,"30-39yrs",1503153,1117193,,2056059,.7311,.5434
2021-07-21,"40-49yrs",1458558,1147102,,1876583,.7772,.6113
2021-07-21,"50-59yrs",1680915,1385715,,2060934,.8156,.6724
2021-07-21,"60-69yrs",1610136,1406791,,1795046,.8970,.7837
2021-07-21,"70-79yrs",1090219,993017,,1159902,.9399,.8561
2021-07-21,"80+",655694,612508,,679266,.9653,.9017
2021-07-21,"Adults_18plus",9708948,7831921,,12083325,.8035,.6482
2021-07-21,"Ontario_12plus",10309541,8162314,,13034844,.7909,.6262
2021-07-21,"Undisclosed_or_missing",4215,2933,,0,,
2021-07-22,"12-17yrs",603616,343748,,951519,.6344,.3613
2021-07-22,"18-29yrs",1714896,1191321,,2455535,.6984,.4852
2021-07-22,"30-39yrs",1506453,1134575,,2056059,.7327,.5518
